"n_persons","any_same"
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,TRUE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,TRUE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,TRUE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,TRUE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,TRUE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
2,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,TRUE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,TRUE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,TRUE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,TRUE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
3,FALSE
